,time,protocol,src_ip,dst_ip,src_port,dst_port,length,payload_size,query_name,spotify_or_not,interarrival_time,dst_interarrival_time,cluster
1185,1712706988.217358,1,2607:f8b0:4008:80a::200a,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65023.0,60.0,28.0,,0,1.1920928955078125e-06,1.1920928955078125e-06,1
1186,1712706988.217472,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2607:f8b0:4008:80a::200a,65023.0,443.0,32.0,0.0,,0,0.0001139640808105,0.0020639896392822,1
1187,1712706988.217554,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2607:f8b0:4008:80a::200a,65023.0,443.0,32.0,0.0,,0,8.20159912109375e-05,8.20159912109375e-05,1
1188,1712706988.217767,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2607:f8b0:4008:80a::200a,65023.0,443.0,106.0,74.0,,0,0.0002129077911376,0.0002129077911376,1
1189,1712706988.218255,1,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65016.0,32.0,0.0,,0,0.0004880428314208,0.00089693069458,1
1190,1712706988.219183,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,0.0009279251098632,0.0009279251098632,1
1191,1712706988.224141,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,388.0,380.0,,0,0.0049579143524169,0.0049579143524169,1
1192,1712706988.224384,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,43.0,35.0,,0,0.0002431869506835,0.0087649822235107,1
1193,1712706988.22491,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,1219.0,1211.0,,0,0.000525951385498,0.000525951385498,2
1194,1712706988.2251,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,44.0,36.0,,0,0.0001900196075439,0.0009591579437255,1
1195,1712706988.225195,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,43.0,35.0,,0,9.489059448242188e-05,0.0002849102020263,1
1196,1712706988.225627,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,134.0,126.0,,0,0.000432014465332,0.000432014465332,1
1197,1712706988.227245,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,73.0,65.0,,0,0.0016181468963623,0.0021450519561767,1
1198,1712706988.227435,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,43.0,35.0,,0,0.0001900196075439,0.0018081665039062,1
1199,1712706988.227782,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,160.0,152.0,,0,0.0003468990325927,0.0003468990325927,1
1200,1712706988.231143,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,35.0,27.0,,0,0.0033609867095947,0.0038979053497314,1
1201,1712706988.231148,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,35.0,27.0,,0,5.0067901611328125e-06,5.0067901611328125e-06,1
1202,1712706988.231389,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,39.0,31.0,,0,0.0002410411834716,0.0036070346832275,1
1203,1712706988.235166,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,35.0,27.0,,0,0.0037770271301269,0.0040180683135986,1
1204,1712706988.237149,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,51695.0,32.0,24.0,,0,0.0019829273223876,0.0019829273223876,1
1205,1712706988.240653,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,40.0,32.0,,0,0.0035040378570556,0.03438401222229,1
1206,1712706988.24218,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,153.0,145.0,,0,0.0015270709991455,0.0050311088562011,1
1207,1712706988.242391,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,44.0,36.0,,0,0.0002110004425048,0.0110020637512207,1
1208,1712706988.258181,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,44.0,36.0,,0,0.0157899856567382,0.0160009860992431,1
1209,1712706988.258425,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,43.0,35.0,,0,0.0002439022064208,0.0177719593048095,1
1210,1712706988.259001,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,78.0,70.0,,0,0.0005760192871093,0.0005760192871093,1
1211,1712706988.260962,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,40.0,32.0,,0,0.0019609928131103,0.0185708999633789,1
1212,1712706988.264181,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,35.0,27.0,,0,0.0032188892364501,0.0059998035430908,1
1213,1712706988.268181,2,2607:f8b0:4008:80a::200a,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,59983.0,32.0,24.0,,0,0.004000186920166,0.004000186920166,1
1214,1712706988.272184,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,33.0,25.0,,0,0.0040028095245361,0.0040028095245361,1
1215,1712706988.276189,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,152.0,144.0,,0,0.0040051937103271,0.0040051937103271,1
1216,1712706988.27639,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,44.0,36.0,,0,0.0002009868621826,0.0154280662536621,1
1217,1712706988.279233,1,2607:f8b0:4008:80a::200a,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65023.0,1022.0,990.0,,0,0.002842903137207,0.0030438899993896,2
1218,1712706988.279381,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2607:f8b0:4008:80a::200a,65023.0,443.0,32.0,0.0,,0,0.000148057937622,0.0616140365600585,1
1219,1712706988.284702,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,94.0,86.0,,0,0.0053210258483886,0.0054690837860107,1
1220,1712706988.284936,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,43.0,35.0,,0,0.0002338886260986,0.0085458755493164,1
1221,1712706988.285202,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,414.0,406.0,,0,0.0002660751342773,0.0004999637603759,1
1222,1712706988.290676,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,40.0,32.0,,0,0.0054740905761718,0.031675100326538,1
1223,1712706988.294215,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,48.0,40.0,,0,0.0035388469696044,0.0090129375457763,1
1224,1712706988.294442,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,43.0,35.0,,0,0.0002269744873046,0.0095059871673583,1
1225,1712706988.296276,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,1234.0,1226.0,,0,0.0018341541290283,0.002061128616333,2
1226,1712706988.296277,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1227,1712706988.296277,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,359.0,351.0,,0,0.0,0.0,1
1228,1712706988.296492,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,43.0,35.0,,0,0.0002150535583496,0.0020501613616943,1
1229,1712706988.29651,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,49433.0,443.0,39.0,31.0,,0,1.7881393432617188e-05,1.7881393432617188e-05,1
1230,1712706988.303225,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,49433.0,31.0,23.0,,0,0.0067150592803955,0.0069479942321777,1
1231,1712706988.309233,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,33.0,25.0,,0,0.0060079097747802,0.0060079097747802,1
1232,1712706988.407364,2,192.168.1.81,239.255.255.250,55229.0,1900.0,199.0,171.0,,0,0.0981309413909912,0.6239128112792969,1
1233,1712706988.449982,2,192.168.1.81,224.0.0.251,5353.0,5353.0,68.0,40.0,_googlecast._tcp.local.,0,0.0426180362701416,0.5725300312042236,1
1234,1712706988.450108,2,fe80::813:7ec4:1375:15d9,ff02::fb,5353.0,5353.0,48.0,40.0,_googlecast._tcp.local.,0,0.0001261234283447,0.5724561214447021,1
1235,1712706988.598648,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,879.0,871.0,,0,0.1485400199890136,0.2894151210784912,2
1236,1712706988.599202,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,43.0,35.0,,0,0.0005538463592529,0.308525800704956,1
1237,1712706988.628729,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,32.0,24.0,,0,0.0295271873474121,0.030081033706665,1
1238,1712706988.796733,4,,,,,,,,0,0.1680037975311279,,0
1239,1712706988.902574,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1234.0,1226.0,,0,0.1058411598205566,0.2738449573516845,2
1240,1712706988.902582,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,7.867813110351562e-06,7.867813110351562e-06,2
1241,1712706988.902583,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1242,1712706988.902584,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,1.1920928955078125e-06,1.1920928955078125e-06,2
1243,1712706988.902585,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1244,1712706988.902586,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1245,1712706988.902586,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0,0.0,2
1246,1712706988.902587,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1247,1712706988.902588,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1248,1712706988.902589,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,1.1920928955078125e-06,1.1920928955078125e-06,2
1249,1712706988.902589,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0,0.0,2
1250,1712706988.90259,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1251,1712706988.902591,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1252,1712706988.902592,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,748.0,740.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1254,1712706988.902593,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0,0.0,2
1253,1712706988.902593,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1231.0,1223.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1256,1712706988.902595,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0,0.0,2
1255,1712706988.902595,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,2.1457672119140625e-06,2.1457672119140625e-06,2
1257,1712706988.902596,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1258,1712706988.902597,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1259,1712706988.902598,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1260,1712706988.902598,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0,0.0,2
1261,1712706988.902599,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,1.1920928955078125e-06,1.1920928955078125e-06,2
1262,1712706988.9026,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1263,1712706988.90296,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,43.0,35.0,,0,0.0003600120544433,0.3037581443786621,1
1264,1712706988.902981,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,2.09808349609375e-05,2.09808349609375e-05,1
1265,1712706988.903022,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,4.100799560546875e-05,4.100799560546875e-05,1
1266,1712706988.903036,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,1.4066696166992188e-05,1.4066696166992188e-05,1
1267,1712706988.903054,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,1.7881393432617188e-05,1.7881393432617188e-05,1
1268,1712706988.903076,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,2.193450927734375e-05,2.193450927734375e-05,1
1269,1712706988.903086,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,1.0013580322265623e-05,1.0013580322265623e-05,1
1270,1712706988.903115,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,2.9087066650390625e-05,2.9087066650390625e-05,1
1271,1712706988.903125,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,1.0013580322265623e-05,1.0013580322265623e-05,1
1272,1712706988.903151,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,2.5987625122070312e-05,2.5987625122070312e-05,1
1273,1712706988.90316,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,9.059906005859377e-06,9.059906005859377e-06,1
1274,1712706988.903187,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,2.694129943847656e-05,2.694129943847656e-05,1
1275,1712706988.903297,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0001099109649658,0.0006968975067138,2
1276,1712706988.903298,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1278,1712706988.903299,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,0.0,0.0,2
1277,1712706988.903299,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,1.1920928955078125e-06,1.1920928955078125e-06,2
1279,1712706988.9033,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1238.0,1230.0,,0,9.5367431640625e-07,9.5367431640625e-07,2
1280,1712706988.903301,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,501.0,493.0,,0,9.5367431640625e-07,9.5367431640625e-07,1
1281,1712706988.903387,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,8.606910705566406e-05,0.0002000331878662,1
1282,1712706988.903403,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,1.5974044799804688e-05,1.5974044799804688e-05,1
1283,1712706988.903427,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,39.0,31.0,,0,2.384185791015625e-05,2.384185791015625e-05,1
1284,1712706988.904938,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,1234.0,1226.0,,0,0.0015110969543457,0.0016369819641113,2
1285,1712706988.905097,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,41.0,33.0,,0,0.0001590251922607,0.0016701221466064,1
1286,1712706988.931896,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,32.0,24.0,,0,0.0267989635467529,0.0269579887390136,1
1287,1712706988.957741,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,266.0,258.0,,0,0.0258450508117675,0.6612310409545898,1
1288,1712706988.957882,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,182.0,174.0,,0,0.000140905380249,0.000140905380249,1
1289,1712706988.958002,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,174.0,166.0,,0,0.0001201629638671,0.0001201629638671,1
1290,1712706988.958104,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,173.0,165.0,,0,0.0001018047332763,0.0001018047332763,1
1291,1712706988.958209,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,174.0,166.0,,0,0.0001051425933837,0.0001051425933837,1
1292,1712706988.958313,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,174.0,166.0,,0,0.0001039505004882,0.0001039505004882,1
1293,1712706988.960639,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,881.0,873.0,,0,0.0023260116577148,0.0555419921875,2
1294,1712706988.96294,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,0.0023009777069091,0.0310440063476562,1
1295,1712706988.962942,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,1.9073486328125e-06,1.9073486328125e-06,1
1296,1712706988.96322,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,40.0,32.0,,0,0.0002779960632324,0.0049068927764892,1
1297,1712706988.965091,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,0.001871109008789,0.0021491050720214,1
1300,1712706988.965098,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,0.0,0.0,1
1298,1712706988.965098,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,6.9141387939453125e-06,6.9141387939453125e-06,1
1299,1712706988.965098,2,2600:1901:1:e71::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,53138.0,36.0,28.0,,0,0.0,0.0,1
1301,1712706988.965299,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,40.0,32.0,,0,0.0002009868621826,0.0020790100097656,1
1302,1712706988.965338,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:e71::,53138.0,443.0,40.0,32.0,,0,3.910064697265625e-05,3.910064697265625e-05,1
1303,1712706988.967008,2,2600:1901:1:c36::,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,58847.0,36.0,28.0,,0,0.0016701221466064,0.0019102096557617,1
1304,1712706988.98903,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1700:1420:3b60::1,63619.0,53.0,55.0,47.0,seed-mix-image.spotifycdn.com.,1,0.0220217704772949,0.8387269973754883,1
1305,1712706988.98907,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1700:1420:3b60::1,54912.0,53.0,55.0,47.0,seed-mix-image.spotifycdn.com.,1,4.00543212890625e-05,4.00543212890625e-05,1
1306,1712706988.989078,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1700:1420:3b60::1,17138.0,53.0,55.0,47.0,seed-mix-image.spotifycdn.com.,1,8.106231689453125e-06,8.106231689453125e-06,1
1307,1712706988.989319,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1700:1420:3b60::1,30804.0,53.0,49.0,41.0,dailymix-images.scdn.co.,0,0.0002410411834716,0.0002410411834716,1
1308,1712706988.98934,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1700:1420:3b60::1,37867.0,53.0,49.0,41.0,dailymix-images.scdn.co.,0,2.09808349609375e-05,2.09808349609375e-05,1
1309,1712706988.989369,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1700:1420:3b60::1,15377.0,53.0,49.0,41.0,dailymix-images.scdn.co.,0,2.8848648071289062e-05,2.8848648071289062e-05,1
1310,1712706988.994336,2,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2600:1901:1:c36::,58847.0,443.0,41.0,33.0,,0,0.0049669742584228,0.0336968898773193,1
1311,1712706988.998318,2,2600:1700:1420:3b60::1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,53.0,15377.0,153.0,145.0,dailymix-images.scdn.co.,0,0.0039820671081542,0.0313098430633544,1
1312,1712706988.998319,2,2600:1700:1420:3b60::1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,53.0,63619.0,128.0,120.0,seed-mix-image.spotifycdn.com.,1,9.5367431640625e-07,9.5367431640625e-07,1
1316,1712706988.99832,2,2600:1700:1420:3b60::1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,53.0,37867.0,108.0,100.0,dailymix-images.scdn.co.,0,0.0,0.0,1
1315,1712706988.99832,2,2600:1700:1420:3b60::1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,53.0,30804.0,120.0,112.0,dailymix-images.scdn.co.,0,0.0,0.0,1
1314,1712706988.99832,2,2600:1700:1420:3b60::1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,53.0,17138.0,158.0,150.0,seed-mix-image.spotifycdn.com.,1,0.0,0.0,1
1313,1712706988.99832,2,2600:1700:1420:3b60::1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,53.0,54912.0,116.0,108.0,seed-mix-image.spotifycdn.com.,1,1.1920928955078125e-06,1.1920928955078125e-06,1
1317,1712706988.998913,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::762,65024.0,443.0,44.0,0.0,,0,0.0005929470062255,,1
1318,1712706988.99899,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::760,65025.0,443.0,44.0,0.0,,0,7.700920104980469e-05,1.4324510097503662,1
1319,1712706988.999039,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::760,65026.0,443.0,44.0,0.0,,0,4.887580871582031e-05,4.887580871582031e-05,1
1320,1712706989.005209,1,2a04:4e42:87::762,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65024.0,40.0,0.0,,0,0.0061700344085693,0.0068888664245605,1
1321,1712706989.005214,1,2a04:4e42:87::760,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65025.0,40.0,0.0,,0,5.0067901611328125e-06,5.0067901611328125e-06,1
1322,1712706989.005356,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::762,65024.0,443.0,32.0,0.0,,0,0.0001420974731445,0.0064430236816406,1
1323,1712706989.00541,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::760,65025.0,443.0,32.0,0.0,,0,5.3882598876953125e-05,0.0063710212707519,1
1324,1712706989.005487,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::762,65024.0,443.0,613.0,581.0,,0,7.700920104980469e-05,0.0001308917999267,1
1325,1712706989.005585,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::760,65025.0,443.0,549.0,517.0,,0,9.79900360107422e-05,0.0001749992370605,1
1326,1712706989.006044,1,2a04:4e42:87::760,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65026.0,40.0,0.0,,0,0.0004589557647705,0.0008299350738525,1
1327,1712706989.006081,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::760,65026.0,443.0,32.0,0.0,,0,3.719329833984375e-05,0.0004961490631103,1
1328,1712706989.006198,1,2600:1700:1420:3b60:e46c:b485:479d:6b1a,2a04:4e42:87::760,65026.0,443.0,639.0,607.0,,0,0.0001168251037597,0.0001168251037597,1
1329,1712706989.011591,1,2a04:4e42:87::762,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65024.0,32.0,0.0,,0,0.0053930282592773,0.0055470466613769,1
1330,1712706989.011597,1,2a04:4e42:87::760,2600:1700:1420:3b60:e46c:b485:479d:6b1a,443.0,65025.0,32.0,0.0,,0,5.960464477539063e-06,5.960464477539063e-06,1
