,time,protocol,src_ip,dst_ip,src_port,dst_port,length,payload_size,query_name,spotify_or_not,interarrival_time,dst_interarrival_time
3084,1713821961.226388,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0004398822784423828,0.0004398822784423828
3085,1713821961.22654,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00015211105346679688,0.00015211105346679688
3086,1713821961.226773,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00023293495178222656,0.00023293495178222656
3087,1713821961.246115,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.01934194564819336,0.01934194564819336
3088,1713821961.246455,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0003399848937988281,0.0003399848937988281
3089,1713821961.246576,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00012111663818359375,0.00012111663818359375
3090,1713821961.246586,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.0013580322265625e-05,1.0013580322265625e-05
3091,1713821961.246686,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.989738464355469e-05,9.989738464355469e-05
3092,1713821961.246775,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.893013000488281e-05,8.893013000488281e-05
3093,1713821961.246872,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.703636169433594e-05,9.703636169433594e-05
3094,1713821961.246936,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,6.413459777832031e-05,6.413459777832031e-05
3095,1713821961.247083,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0001468658447265625,0.0001468658447265625
3096,1713821961.247385,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0003020763397216797,0.0003020763397216797
3097,1713821961.247503,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00011801719665527344,0.00011801719665527344
3098,1713821961.247576,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,7.295608520507812e-05,7.295608520507812e-05
3099,1713821961.247862,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.000286102294921875,0.000286102294921875
3100,1713821961.262291,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.014428853988647461,0.014428853988647461
3101,1713821961.262374,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.296966552734375e-05,8.296966552734375e-05
3102,1713821961.262527,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00015306472778320312,0.00015306472778320312
3103,1713821961.262575,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,4.792213439941406e-05,4.792213439941406e-05
3104,1713821961.262657,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.20159912109375e-05,8.20159912109375e-05
3105,1713821961.262794,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00013709068298339844,0.00013709068298339844
3106,1713821961.262883,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.893013000488281e-05,8.893013000488281e-05
3107,1713821961.263051,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00016808509826660156,0.00016808509826660156
3108,1713821961.263053,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.9073486328125e-06,1.9073486328125e-06
3109,1713821961.263233,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0001800060272216797,0.0001800060272216797
3110,1713821961.263462,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00022912025451660156,0.00022912025451660156
3111,1713821961.263532,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,6.985664367675781e-05,6.985664367675781e-05
3112,1713821961.263734,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.000202178955078125,0.000202178955078125
3113,1713821961.264469,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0007348060607910156,0.0007348060607910156
3114,1713821961.26452,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,5.1021575927734375e-05,5.1021575927734375e-05
3115,1713821961.264556,6.0,2600:1406:bc00:7::b81c:5117,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,443.0,54557.0,1460.0,1428.0,,0,3.600120544433594e-05,0.039064884185791016
3116,1713821961.264585,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.9087066650390625e-05,6.508827209472656e-05
3117,1713821961.264616,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,3.0994415283203125e-05,3.0994415283203125e-05
3118,1713821961.264725,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00010895729064941406,0.00010895729064941406
3119,1713821961.264727,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.1457672119140625e-06,2.1457672119140625e-06
3120,1713821961.265416,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0006887912750244141,0.0006887912750244141
3121,1713821961.265505,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.916854858398438e-05,8.916854858398438e-05
3122,1713821961.265609,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00010395050048828125,0.00010395050048828125
3123,1713821961.26563,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.09808349609375e-05,2.09808349609375e-05
3124,1713821961.265798,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00016808509826660156,0.00016808509826660156
3125,1713821961.2658,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.9073486328125e-06,1.9073486328125e-06
3126,1713821961.266399,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.000598907470703125,0.000598907470703125
3127,1713821961.266463,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,6.413459777832031e-05,6.413459777832031e-05
3128,1713821961.266559,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.584426879882812e-05,9.584426879882812e-05
3129,1713821961.266607,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,4.8160552978515625e-05,4.8160552978515625e-05
3130,1713821961.266708,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00010085105895996094,0.00010085105895996094
3131,1713821961.266949,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0002410411834716797,0.0002410411834716797
3132,1713821961.267376,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00042700767517089844,0.00042700767517089844
3133,1713821961.267472,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.608268737792969e-05,9.608268737792969e-05
3134,1713821961.267588,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00011587142944335938,0.00011587142944335938
3135,1713821961.267723,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00013518333435058594,0.00013518333435058594
3136,1713821961.281496,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.013772964477539062,0.013772964477539062
3137,1713821961.281532,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,3.600120544433594e-05,3.600120544433594e-05
3138,1713821961.281843,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0003108978271484375,0.0003108978271484375
3139,1713821961.281921,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,7.796287536621094e-05,7.796287536621094e-05
3140,1713821961.281929,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.106231689453125e-06,8.106231689453125e-06
3141,1713821961.282142,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0002129077911376953,0.0002129077911376953
3142,1713821961.282389,6.0,2600:1406:bc00:7::b81c:5117,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,443.0,54557.0,1460.0,1428.0,,0,0.00024700164794921875,0.01783299446105957
3143,1713821961.282438,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,4.9114227294921875e-05,0.0002961158752441406
3144,1713821961.282525,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.702278137207031e-05,8.702278137207031e-05
3145,1713821961.282563,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,3.790855407714844e-05,3.790855407714844e-05
3146,1713821961.282647,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.392333984375e-05,8.392333984375e-05
3147,1713821961.282672,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.5033950805664062e-05,2.5033950805664062e-05
3148,1713821961.283351,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00067901611328125,0.00067901611328125
3149,1713821961.283542,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00019097328186035156,0.00019097328186035156
3150,1713821961.283644,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00010204315185546875,0.00010204315185546875
3151,1713821961.283651,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,7.152557373046875e-06,7.152557373046875e-06
3152,1713821961.283881,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00022983551025390625,0.00022983551025390625
3153,1713821961.284271,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00039005279541015625,0.00039005279541015625
3154,1713821961.284418,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00014710426330566406,0.00014710426330566406
3155,1713821961.284444,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.5987625122070312e-05,2.5987625122070312e-05
3156,1713821961.284534,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.988380432128906e-05,8.988380432128906e-05
3157,1713821961.284622,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.797645568847656e-05,8.797645568847656e-05
3158,1713821961.284854,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0002319812774658203,0.0002319812774658203
3159,1713821961.285331,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00047707557678222656,0.00047707557678222656
3160,1713821961.285386,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,5.507469177246094e-05,5.507469177246094e-05
3161,1713821961.285524,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00013780593872070312,0.00013780593872070312
3162,1713821961.285532,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.106231689453125e-06,8.106231689453125e-06
3163,1713821961.285728,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00019598007202148438,0.00019598007202148438
3164,1713821961.286383,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0006549358367919922,0.0006549358367919922
3165,1713821961.290177,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1901:1:c36::,54531.0,443.0,32.0,0.0,,0,0.0037941932678222656,0.08531713485717773
3166,1713821961.290244,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1901:1:c36::,54531.0,443.0,32.0,0.0,,0,6.699562072753906e-05,6.699562072753906e-05
3167,1713821961.290358,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1901:1:c36::,54531.0,443.0,32.0,0.0,,0,0.00011396408081054688,0.00011396408081054688
3168,1713821961.299283,6.0,2600:1901:1:c36::,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,443.0,54531.0,32.0,0.0,,0,0.00892496109008789,0.016894102096557617
3169,1713821961.304882,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.005599021911621094,0.018499135971069336
3170,1713821961.305015,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00013303756713867188,0.00013303756713867188
3171,1713821961.305054,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,3.886222839355469e-05,3.886222839355469e-05
3172,1713821961.305288,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00023412704467773438,0.00023412704467773438
3173,1713821961.305338,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,4.982948303222656e-05,4.982948303222656e-05
3174,1713821961.305505,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0001671314239501953,0.0001671314239501953
3175,1713821961.305575,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,6.985664367675781e-05,6.985664367675781e-05
3176,1713821961.305671,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.608268737792969e-05,9.608268737792969e-05
3177,1713821961.30568,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.059906005859375e-06,9.059906005859375e-06
3178,1713821961.306131,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0004508495330810547,0.0004508495330810547
3179,1713821961.306234,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.000102996826171875,0.000102996826171875
3180,1713821961.306249,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.5020370483398438e-05,1.5020370483398438e-05
3181,1713821961.306404,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0001552104949951172,0.0001552104949951172
3182,1713821961.306429,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.47955322265625e-05,2.47955322265625e-05
3183,1713821961.306625,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00019598007202148438,0.00019598007202148438
3184,1713821961.307082,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0004570484161376953,0.0004570484161376953
3185,1713821961.307155,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,7.295608520507812e-05,7.295608520507812e-05
3186,1713821961.307284,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00012922286987304688,0.00012922286987304688
3187,1713821961.307286,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.9073486328125e-06,1.9073486328125e-06
3188,1713821961.30741,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0001239776611328125,0.0001239776611328125
3189,1713821961.308242,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0008320808410644531,0.0008320808410644531
3190,1713821961.308268,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,2.5987625122070312e-05,2.5987625122070312e-05
3191,1713821961.308409,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00014090538024902344,0.00014090538024902344
3192,1713821961.308501,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.202957153320312e-05,9.202957153320312e-05
3193,1713821961.309039,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0005381107330322266,0.0005381107330322266
3194,1713821961.309105,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,6.580352783203125e-05,6.580352783203125e-05
3195,1713821961.309205,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00010013580322265625,0.00010013580322265625
3196,1713821961.309217,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.1920928955078125e-05,1.1920928955078125e-05
3197,1713821961.309267,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,5.0067901611328125e-05,5.0067901611328125e-05
3198,1713821961.309528,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00026106834411621094,0.00026106834411621094
3199,1713821961.309959,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00043082237243652344,0.00043082237243652344
3200,1713821961.310037,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,7.796287536621094e-05,7.796287536621094e-05
3201,1713821961.310118,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.106231689453125e-05,8.106231689453125e-05
3202,1713821961.310201,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,8.296966552734375e-05,8.296966552734375e-05
3203,1713821961.310335,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00013399124145507812,0.00013399124145507812
3204,1713821961.311049,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0007140636444091797,0.0007140636444091797
3205,1713821961.311051,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,1.9073486328125e-06,1.9073486328125e-06
3206,1713821961.311148,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,9.703636169433594e-05,9.703636169433594e-05
3207,1713821961.311197,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,4.9114227294921875e-05,4.9114227294921875e-05
3208,1713821961.31131,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00011301040649414062,0.00011301040649414062
3209,1713821961.31145,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.0001399517059326172,0.0001399517059326172
3210,1713821961.323598,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.012147903442382812,0.012147903442382812
3211,1713821961.323731,6.0,2603:8000:b9f0:30a0:d1b2:cc66:8f1b:b1fb,2600:1406:bc00:7::b81c:5117,54557.0,443.0,32.0,0.0,,0,0.00013303756713867188,0.00013303756713867188
